image_name,cells_processed,image_load_ms,yolo_detection_ms,sam_preprocess_ms,inference_ms,postprocess_ms,visualization_ms,total_time_ms
batch_1_task_80_dc6ca2d3-1.0027.png,1,1.8358230590820312,56.30946159362793,22.062301635742188,0.0,0.0,59.528350830078125,59.52954292297363
batch_1_task_85_8d21247d-1.0032.png,0,2.166271209716797,15.927553176879883,0.0,0.0,0.0,33.095359802246094,33.0967903137207
batch_3_6ea67775-image_22.png,3,2.1839141845703125,44.65293884277344,20.69091796875,0.0,0.0,110.43381690979004,110.43477058410645
batch_3_6e9e5a5b-image_6.png,2,2.2394657135009766,34.01923179626465,24.852991104125977,0.0,0.0,87.34345436096191,87.34464645385742
batch_2_2afbf028-image_13.png,1,2.1550655364990234,13.175725936889648,26.19457244873047,0.0,0.0,66.84398651123047,66.84494018554688
batch_3_task_83_674bd616-1.0030.png,0,1.8529891967773438,18.636703491210938,0.0,0.0,0.0,33.74648094177246,33.747196197509766
batch_1_task_78_1142a642-1.0025.png,0,1.7807483673095703,12.326717376708984,0.0,0.0,0.0,33.468008041381836,33.46896171569824
batch_1_task_75_e601be5f-1.0022.png,1,1.7619132995605469,11.562108993530273,47.173500061035156,0.0,0.0,55.68242073059082,55.68361282348633
batch_2_4fc54125-image_28.png,3,2.0627975463867188,41.04757308959961,25.874614715576172,0.0,0.0,126.01494789123535,126.01566314697266
batch_1_0d1c6952-image_31.png,3,2.1491050720214844,23.08487892150879,27.44889259338379,0.0,0.0,122.32041358947754,122.32136726379395
batch_1_2b79e359-image_36.png,1,2.0821094512939453,11.615991592407227,32.44733810424805,0.0,0.0,63.31896781921387,63.32039833068848
batch_1_task_83_674bd616-1.0030.png,0,2.137422561645508,30.946969985961914,0.0,0.0,0.0,33.45847129821777,33.45918655395508
batch_1_task_77_b6a10eff-1.0024.png,0,1.7218589782714844,34.92331504821777,0.0,0.0,0.0,34.60836410522461,34.609079360961914
batch_1_task_79_ad00d1f7-1.0026.png,1,1.7590522766113281,19.79804039001465,25.24399757385254,0.0,0.0,59.487104415893555,59.48805809020996
batch_3_task_78_1142a642-1.0025.png,0,1.7805099487304688,14.580011367797852,0.0,0.0,0.0,34.82222557067871,34.822940826416016
