image_name,cell_count,mean_deformability,std_deformability,min_deformability,max_deformability,mean_area,total_area
image.0069_with_target,2,0.8437559388675904,0.012835620426144877,0.8346797846235268,0.852832093111654,10357.0,20714
image.0127_with_target,5,-0.14652127970609816,0.250933099305303,-0.401247804099482,0.11961607936999952,4371.0,21855
image.0191_with_target,5,-0.22892488568252417,0.6248622839682574,-1.3447360499173753,0.08178822051916335,4392.2,21961
image.0226_with_target,2,0.847550943846012,0.017892934275986573,0.8348987286841367,0.8602031590078874,10349.5,20699
image.0263_with_target,3,0.1693515946015305,0.2979659444839959,-0.15448181718916132,0.4319293412635994,8269.0,24807
image.0499_with_target,2,0.23538487835612076,0.2865729361313048,0.03274721191313579,0.43802254479910574,12621.0,25242
image.0536_with_target,3,0.11152245558463007,0.37816027206267944,-0.30948203685458964,0.4223820850703255,8339.0,25017
image.0549_with_target,3,0.12967311338681298,0.31116294809744455,-0.19161618898774213,0.42960979020171475,8231.0,24693
image.0719_with_target,5,-0.015992469899258576,0.3687814709663588,-0.401247804099482,0.4191446560539025,4927.2,24636
image.0825_with_target,2,0.32181111312217964,0.15259912206031934,0.21390723911021414,0.42971498713414513,13331.0,26662
image.0840_with_target,2,0.33267516792968294,0.13764891437718713,0.23534268715060747,0.4300076487087584,13431.0,26862
image.0844_with_target,3,0.49076551577352817,0.41212340443693707,0.033024673913646496,0.8323332825229084,8380.0,25140
image.0882_with_target,2,0.23454028372171948,0.28892104400187646,0.03024225428049576,0.4388383131629432,12395.0,24790
image.0901_with_target,2,0.3311112047873451,0.1516683812133641,0.223865463939789,0.43835694563490124,12429.0,24858
image.1008_with_target,3,0.08057397635609842,0.16844902259661462,-0.08576514648925393,0.251056454188856,7365.0,22095
image.1158_with_target,3,0.49284571507194935,0.4161311332540364,0.02812884958058548,0.8310048862800816,8339.0,25017
image.1244_with_target,6,-0.17863672814761575,0.557160560490147,-1.0783863689617394,0.42475143764442236,3662.5,21975
image.1449_with_target,3,0.17998560469836947,0.27852474871294153,-0.11819700563136082,0.4334387027681019,8269.0,24807
image.1603_with_target,2,0.23515432844373385,0.29060944978312364,0.029662415825195687,0.440646241062272,13364.0,26728
image.1617_with_target,2,0.3339160159100716,0.13168587885963098,0.2408000379819163,0.4270319938382269,12475.5,24951
image.1716_with_target,7,0.3395027805896977,0.35298908495074827,-0.30948203685458964,0.7654406568625498,3047.0,21329
image.1720_with_target,11,-0.07438311461136132,0.5253191884376285,-0.7724538509055157,0.8338137551097999,1919.909090909091,21119
image.1737_with_target,2,0.2294157384491574,0.28506163723424544,0.02784672170468283,0.430984755193632,12402.5,24805
image.1825_with_target,2,0.23337451313519936,0.2871008632098808,0.030363545874981246,0.43638548039541747,12575.0,25150
image.1909_with_target,3,0.4901439057601558,0.4173873596425974,0.027334875564994143,0.8380304330603914,8239.666666666666,24719
image.1928_with_target,2,0.15979880516210854,0.0982912236950379,0.09029641435622338,0.2293011959679937,23547.0,47094
image.1936_with_target,2,0.3280400878118923,0.14311391147158284,0.22684327052820485,0.42923690509557977,13482.5,26965
image.2223_with_target,3,0.08899098245157937,0.4344549002163489,-0.401247804099482,0.4263085830996227,8287.0,24861
image.2322_with_target,2,0.32869074043008223,0.14491883782584128,0.22621764748175632,0.43116383337840813,13431.5,26863
image.2346_with_target,2,0.2673609716193397,0.25100563679509214,0.08987318372548248,0.4448487595131969,13211.5,26423
image.2441_with_target,3,0.15570305832573036,0.31269020979865697,-0.19161618898774213,0.41481543289272294,8264.333333333334,24793
image.2492_with_target,2,0.2248234989322932,0.27575829909172017,0.029832935676069705,0.4198140621885167,11082.0,22164
image.2577_with_target,3,0.1930836168507476,0.37153765544830697,-0.2357952410114892,0.4168730925792006,8303.0,24909
image.2609_with_target,8,0.20896535699666663,0.43960454618600076,-0.401247804099482,0.8188661221120738,2631.5,21052
image.2633_with_target,2,0.2006381313172348,0.2438466321084411,0.02821252418385478,0.3730637384506148,14139.5,28279
image.2789_with_target,3,0.49814091963307594,0.4236176130152411,0.029745252915146292,0.8544289106896628,8358.0,25074
image.2875_with_target,3,0.1704343501877101,0.22629972343076718,0.029409890016293017,0.4314607294851295,8246.333333333334,24739
image.2904_with_target,9,0.0663450825723906,0.4642816050081801,-0.401247804099482,0.7325942646440801,2355.3333333333335,21198
image.3035_with_target,3,0.05553590817020767,0.42037696389712303,-0.401247804099482,0.4261538938635978,8182.333333333333,24547
image.3094_with_target,2,0.3222687573749714,0.15358273316041413,0.21366936528407854,0.43086814946586427,12221.0,24442
image.3102_with_target,3,0.4835898001233569,0.40390513231910186,0.02920646301103247,0.8018374576627374,7940.333333333333,23821
image.3130_with_target,2,0.3402587100858443,0.142432264182889,0.23954389022236966,0.44097352994931893,12475.0,24950
image.3192_with_target,3,0.4789916045869282,0.40715939656021083,0.021584403853434297,0.8018374576627374,8375.0,25125
image.3212_with_target,2,0.1663445039730892,0.10376652743360634,0.09297048876460623,0.23971851918157216,16915.5,33831
image.3215_with_target,6,-0.2330996009515038,0.3250890062551157,-0.401247804099482,0.4241098802986025,3639.3333333333335,21836
image.3237_with_target,2,0.33316177151708054,0.13891421923789712,0.23493458509072873,0.43138895794343235,12441.5,24883
image.3341_with_target,2,0.3170323857758609,0.16842773893786306,0.1979359894329804,0.4361287821187414,13336.0,26672
