image_name,is_cropped,total_area,roi_area,num_contours
image.2557_with_target,False,1554,1508,1
image.2724_with_target,False,1683,1635,1
image.2732_with_target,False,261,257,1
image.2773_with_target,False,1526,1510,1
image.2855_with_target,False,2045,1441,1
image.2882_with_target,False,136,0,0
image.3067_with_target,False,4,0,0
image.3182_with_target,False,512,198,1
image.3213_with_target,False,1821,1753,1
image.3282_with_target,False,1531,1495,1
image.3300_with_target,False,1500,1464,2
image.3313_with_target,False,1634,1613,1
image.3339_with_target,False,1489,1453,1
image.3396_with_target,False,474,0,0
image.3474_with_target,False,137,0,0
image.3508_with_target,False,1466,1438,1
image.3517_with_target,False,284,0,0
image.3524_with_target,False,1506,1452,2
image.3535_with_target,False,1373,1373,2
image.3564_with_target,False,1599,1528,1
image.3677_with_target,False,673,267,2
image.3678_with_target,False,658,263,1
image.3758_with_target,False,693,424,4
image.3815_with_target,False,1598,1446,1
image.3897_with_target,False,1789,1467,1
image.3935_with_target,False,4,0,0
image.3992_with_target,False,224,220,1
image.4186_with_target,False,1734,192,1
image.4188_with_target,False,1447,1399,1
image.4231_with_target,False,281,5,1
image.4322_with_target,False,1098,731,1
image.4372_with_target,False,1631,1631,1
image.4392_with_target,False,1491,1462,2
image.4466_with_target,False,5,0,0
image.4514_with_target,False,1351,1347,1
image.4583_with_target,False,10,0,0
image.4696_with_target,False,581,0,0
image.4848_with_target,False,49,5,1
image.4942_with_target,False,351,0,0
image.4955_with_target,False,439,0,0
image.5030_with_target,False,93,77,4
image.5073_with_target,False,18,0,0
image.5089_with_target,False,1477,1473,1
image.5115_with_target,False,1500,1435,2
image.5124_with_target,False,1678,1504,1
image.5145_with_target,False,1939,1424,1
image.5191_with_target,False,312,0,0
image.5240_with_target,False,1522,1518,1
image.5257_with_target,False,236,93,3
image.5391_with_target,False,2106,1603,1
image.5449_with_target,False,221,195,1
image.5563_with_target,False,319,0,0
image.5654_with_target,False,1461,1461,1
image.5719_with_target,False,376,291,1
image.5763_with_target,False,1546,1522,1
image.5802_with_target,False,1046,632,3
image.5873_with_target,False,1515,27,1
image.5875_with_target,False,1451,1447,2
image.6070_with_target,False,1463,1440,1
image.6107_with_target,False,1907,1414,1
image.6190_with_target,False,17,17,2
image.6206_with_target,False,1577,1533,1
image.6324_with_target,False,1536,1487,2
image.6334_with_target,False,85,73,5
image.6340_with_target,False,65,0,0
image.6354_with_target,False,70,10,2
image.6742_with_target,False,1612,1484,1
image.6905_with_target,False,1603,1595,1
image.6931_with_target,False,4,0,0
image.6937_with_target,False,323,315,2
image.7024_with_target,False,1982,1578,2
image.7128_with_target,False,2137,90,1
image.7134_with_target,False,1989,1512,1
image.7198_with_target,False,1902,1579,2
image.7213_with_target,False,2063,1525,2
image.7223_with_target,False,448,0,0
image.7305_with_target,False,164,0,0
image.7359_with_target,False,1869,1421,1
image.7389_with_target,False,185,0,0
image.7401_with_target,False,1674,1432,1
image.7438_with_target,False,1283,1275,1
image.7615_with_target,False,1985,1589,1
image.7678_with_target,False,2063,1549,1
image.7753_with_target,False,0,0,0
image.7812_with_target,False,52,0,0
image.8004_with_target,False,438,0,0
image.8052_with_target,False,535,0,0
image.8135_with_target,False,22,0,0
image.8156_with_target,False,20,0,0
image.8190_with_target,False,1560,1474,1
image.8411_with_target,False,1594,1473,1
image.8426_with_target,False,2159,1636,1
image.8730_with_target,False,236,63,2
image.8860_with_target,False,1576,1572,1
image.8885_with_target,False,1734,1529,2
image.8978_with_target,False,134,5,1
image.9138_with_target,False,1566,1546,1
image.9163_with_target,False,84,0,0
image.9300_with_target,False,1909,1441,1
image.9328_with_target,False,1466,1438,1
image.9346_with_target,False,139,114,5
image.9365_with_target,False,25,0,0
image.9402_with_target,False,148,0,0
image.9433_with_target,False,179,0,0
image.9573_with_target,False,1716,1669,2
image.9590_with_target,False,84,0,0
image.9631_with_target,False,136,40,3
image.9633_with_target,False,9,5,1
image.9686_with_target,False,19,11,1
image.0059_with_target,True,4344,4344,2
image.0164_with_target,True,5241,5241,2
image.0220_with_target,True,4033,4033,4
image.0242_with_target,True,5439,5439,1
image.0260_with_target,True,5665,5665,1
image.0289_with_target,True,4121,4121,2
image.0321_with_target,True,5543,5543,1
image.0429_with_target,True,3974,3974,2
image.0516_with_target,True,5554,5554,1
image.0830_with_target,True,5384,5384,3
image.0907_with_target,True,5322,5322,2
image.1018_with_target,True,5301,5301,2
image.1053_with_target,True,5538,5538,1
image.1123_with_target,True,3971,3971,2
image.1214_with_target,True,5306,5306,2
image.1275_with_target,True,5439,5439,2
image.1415_with_target,True,5233,5233,2
image.1437_with_target,True,5555,5555,1
image.1653_with_target,True,5389,5389,1
image.1851_with_target,True,5182,5182,2
image.1881_with_target,True,5154,5154,2
image.1923_with_target,True,5611,5611,1
image.2003_with_target,True,3973,3973,2
image.2039_with_target,True,5274,5274,2
image.2056_with_target,True,3959,3959,2
image.2191_with_target,True,5494,5494,1
image.2222_with_target,True,5128,5128,2
image.2458_with_target,True,4374,4374,4
image.2557_with_target,True,5464,5464,1
image.2724_with_target,True,5344,5344,2
image.2732_with_target,True,4246,4246,2
image.2773_with_target,True,5270,5270,2
image.2855_with_target,True,5150,5150,2
image.2882_with_target,True,3974,3974,2
image.3067_with_target,True,3972,3972,2
image.3182_with_target,True,4163,4163,2
image.3213_with_target,True,5580,5580,1
image.3282_with_target,True,5212,5212,2
image.3300_with_target,True,5446,5446,1
image.3313_with_target,True,5340,5340,2
image.3339_with_target,True,5210,5210,2
image.3396_with_target,True,3972,3972,2
image.3474_with_target,True,3969,3969,2
image.3508_with_target,True,5131,5131,2
image.3517_with_target,True,3967,3967,2
image.3524_with_target,True,5144,5144,2
image.3535_with_target,True,5216,5216,2
image.3564_with_target,True,5449,5449,1
image.3677_with_target,True,4132,4132,3
image.3678_with_target,True,4144,4144,2
image.3758_with_target,True,4289,4289,5
image.3815_with_target,True,5222,5222,2
image.3897_with_target,True,5128,5128,2
image.3935_with_target,True,3946,3946,2
image.3992_with_target,True,4155,4155,2
image.4186_with_target,True,4102,4102,2
image.4188_with_target,True,5189,5189,3
image.4231_with_target,True,3964,3964,2
image.4322_with_target,True,4682,4682,1
image.4372_with_target,True,5384,5384,2
image.4392_with_target,True,5480,5480,1
image.4466_with_target,True,3974,3974,2
image.4514_with_target,True,5135,5135,2
image.4583_with_target,True,3985,3985,3
image.4696_with_target,True,3977,3977,2
image.4848_with_target,True,3964,3964,2
image.4942_with_target,True,3958,3958,2
image.4955_with_target,True,3979,3979,2
image.5030_with_target,True,4001,4001,4
image.5073_with_target,True,3966,3966,2
image.5089_with_target,True,5226,5226,2
image.5115_with_target,True,5204,5204,3
image.5124_with_target,True,5325,5325,2
image.5145_with_target,True,5451,5451,1
image.5191_with_target,True,3955,3955,2
image.5240_with_target,True,5540,5540,1
image.5257_with_target,True,4049,4049,3
image.5391_with_target,True,5566,5566,1
image.5449_with_target,True,4138,4138,2
image.5563_with_target,True,3947,3947,3
image.5654_with_target,True,5171,5171,2
image.5719_with_target,True,4151,4151,2
image.5763_with_target,True,5526,5526,1
image.5802_with_target,True,4446,4446,4
image.5873_with_target,True,3961,3961,2
image.5875_with_target,True,5071,5071,3
image.6070_with_target,True,5280,5280,2
image.6107_with_target,True,5242,5242,2
image.6190_with_target,True,4069,4069,3
image.6206_with_target,True,5255,5255,2
image.6324_with_target,True,5202,5202,2
image.6334_with_target,True,4051,4051,5
image.6340_with_target,True,3952,3952,2
image.6354_with_target,True,4014,4014,2
image.6742_with_target,True,5198,5198,2
image.6905_with_target,True,5345,5345,2
image.6931_with_target,True,3954,3954,2
image.6937_with_target,True,4215,4215,4
image.7024_with_target,True,5237,5237,2
image.7128_with_target,True,4045,4045,2
image.7134_with_target,True,5234,5234,2
image.7198_with_target,True,5243,5243,2
image.7213_with_target,True,5357,5357,1
image.7223_with_target,True,3963,3963,2
image.7305_with_target,True,3966,3966,2
image.7359_with_target,True,5177,5177,2
image.7389_with_target,True,3975,3975,2
image.7401_with_target,True,5427,5427,1
image.7438_with_target,True,5051,5051,2
image.7615_with_target,True,5393,5393,2
image.7678_with_target,True,5212,5212,2
image.7753_with_target,True,3967,3967,2
image.7812_with_target,True,3986,3986,2
image.8004_with_target,True,3952,3952,2
image.8052_with_target,True,3945,3945,2
image.8135_with_target,True,3949,3949,2
image.8156_with_target,True,3968,3968,2
image.8190_with_target,True,5283,5283,2
image.8411_with_target,True,5211,5211,2
image.8426_with_target,True,5458,5458,2
image.8730_with_target,True,3968,3968,2
image.8860_with_target,True,5217,5217,2
image.8885_with_target,True,5285,5285,2
image.8978_with_target,True,3955,3955,2
image.9138_with_target,True,5275,5275,2
image.9163_with_target,True,3961,3961,2
image.9300_with_target,True,5155,5155,2
image.9328_with_target,True,5190,5190,2
image.9346_with_target,True,4084,4084,3
image.9365_with_target,True,3964,3964,2
image.9402_with_target,True,3977,3977,2
image.9433_with_target,True,3949,3949,2
image.9573_with_target,True,5378,5378,2
image.9590_with_target,True,3978,3978,2
image.9631_with_target,True,4014,4014,3
image.9633_with_target,True,3970,3970,2
image.9686_with_target,True,3969,3969,2
image_0059_with_target,True,4344,4344,2
image_0164_with_target,True,5241,5241,2
image_0220_with_target,True,4033,4033,4
image_0242_with_target,True,5439,5439,1
image_0260_with_target,True,5665,5665,1
image_0289_with_target,True,4121,4121,2
image_0321_with_target,True,5543,5543,1
image_0429_with_target,True,3974,3974,2
image_0516_with_target,True,5554,5554,1
image_0830_with_target,True,5384,5384,3
image_0907_with_target,True,5322,5322,2
image_1018_with_target,True,5301,5301,2
image_1053_with_target,True,5538,5538,1
image_1123_with_target,True,3971,3971,2
image_1214_with_target,True,5306,5306,2
image_1275_with_target,True,5439,5439,2
image_1415_with_target,True,5233,5233,2
image_1437_with_target,True,5555,5555,1
image_1653_with_target,True,5389,5389,1
image_1851_with_target,True,5182,5182,2
image_1881_with_target,True,5154,5154,2
image_1923_with_target,True,5611,5611,1
image_2003_with_target,True,3973,3973,2
image_2039_with_target,True,5274,5274,2
image_2056_with_target,True,3959,3959,2
image_2191_with_target,True,5494,5494,1
image_2222_with_target,True,5128,5128,2
image_2458_with_target,True,4374,4374,4
image_2557_with_target,True,5464,5464,1
image_2724_with_target,True,5344,5344,2
image_2732_with_target,True,4246,4246,2
image_2773_with_target,True,5270,5270,2
image_2855_with_target,True,5150,5150,2
image_2882_with_target,True,3974,3974,2
image_3067_with_target,True,3972,3972,2
image_3182_with_target,True,4163,4163,2
image_3213_with_target,True,5580,5580,1
image_3282_with_target,True,5212,5212,2
image_3300_with_target,True,5446,5446,1
image_3313_with_target,True,5340,5340,2
image_3339_with_target,True,5210,5210,2
image_3396_with_target,True,3972,3972,2
image_3474_with_target,True,3969,3969,2
image_3508_with_target,True,5131,5131,2
image_3517_with_target,True,3967,3967,2
image_3524_with_target,True,5144,5144,2
image_3535_with_target,True,5216,5216,2
image_3564_with_target,True,5449,5449,1
image_3677_with_target,True,4132,4132,3
image_3678_with_target,True,4144,4144,2
image_3758_with_target,True,4289,4289,5
image_3815_with_target,True,5222,5222,2
image_3897_with_target,True,5128,5128,2
image_3935_with_target,True,3946,3946,2
image_3992_with_target,True,4155,4155,2
image_4186_with_target,True,4102,4102,2
image_4188_with_target,True,5189,5189,3
image_4231_with_target,True,3964,3964,2
image_4322_with_target,True,4682,4682,1
image_4372_with_target,True,5384,5384,2
image_4392_with_target,True,5480,5480,1
image_4466_with_target,True,3974,3974,2
image_4514_with_target,True,5135,5135,2
image_4583_with_target,True,3985,3985,3
image_4696_with_target,True,3977,3977,2
image_4848_with_target,True,3964,3964,2
image_4942_with_target,True,3958,3958,2
image_4955_with_target,True,3979,3979,2
image_5030_with_target,True,4001,4001,4
image_5073_with_target,True,3966,3966,2
image_5089_with_target,True,5226,5226,2
image_5115_with_target,True,5204,5204,3
image_5124_with_target,True,5325,5325,2
image_5145_with_target,True,5451,5451,1
image_5191_with_target,True,3955,3955,2
image_5240_with_target,True,5540,5540,1
image_5257_with_target,True,4049,4049,3
image_5391_with_target,True,5566,5566,1
image_5449_with_target,True,4138,4138,2
image_5563_with_target,True,3947,3947,3
image_5654_with_target,True,5171,5171,2
image_5719_with_target,True,4151,4151,2
image_5763_with_target,True,5526,5526,1
image_5802_with_target,True,4446,4446,4
image_5873_with_target,True,3961,3961,2
image_5875_with_target,True,5071,5071,3
image_6070_with_target,True,5280,5280,2
image_6107_with_target,True,5242,5242,2
image_6190_with_target,True,4069,4069,3
image_6206_with_target,True,5255,5255,2
image_6324_with_target,True,5202,5202,2
image_6334_with_target,True,4051,4051,5
image_6340_with_target,True,3952,3952,2
image_6354_with_target,True,4014,4014,2
image_6742_with_target,True,5198,5198,2
image_6905_with_target,True,5345,5345,2
image_6931_with_target,True,3954,3954,2
image_6937_with_target,True,4215,4215,4
image_7024_with_target,True,5237,5237,2
image_7128_with_target,True,4045,4045,2
image_7134_with_target,True,5234,5234,2
image_7198_with_target,True,5243,5243,2
image_7213_with_target,True,5357,5357,1
image_7223_with_target,True,3963,3963,2
image_7305_with_target,True,3966,3966,2
image_7359_with_target,True,5177,5177,2
image_7389_with_target,True,3975,3975,2
image_7401_with_target,True,5427,5427,1
image_7438_with_target,True,5051,5051,2
image_7615_with_target,True,5393,5393,2
image_7678_with_target,True,5212,5212,2
image_7753_with_target,True,3967,3967,2
image_7812_with_target,True,3986,3986,2
image_8004_with_target,True,3952,3952,2
image_8052_with_target,True,3945,3945,2
image_8135_with_target,True,3949,3949,2
image_8156_with_target,True,3968,3968,2
image_8190_with_target,True,5283,5283,2
image_8411_with_target,True,5211,5211,2
image_8426_with_target,True,5458,5458,2
image_8730_with_target,True,3968,3968,2
image_8860_with_target,True,5217,5217,2
image_8885_with_target,True,5285,5285,2
image_8978_with_target,True,3955,3955,2
image_9138_with_target,True,5275,5275,2
image_9163_with_target,True,3961,3961,2
image_9300_with_target,True,5155,5155,2
image_9328_with_target,True,5190,5190,2
image_9346_with_target,True,4084,4084,3
image_9365_with_target,True,3964,3964,2
image_9402_with_target,True,3977,3977,2
image_9433_with_target,True,3949,3949,2
image_9573_with_target,True,5378,5378,2
image_9590_with_target,True,3978,3978,2
image_9631_with_target,True,4014,4014,3
image_9633_with_target,True,3970,3970,2
image_9686_with_target,True,3969,3969,2
image.0059_with_target,True,4344,4344,2
image.0164_with_target,True,5241,5241,2
image.0220_with_target,True,4033,4033,4
image.0242_with_target,True,5439,5439,1
image.0260_with_target,True,5665,5665,1
image.0289_with_target,True,4121,4121,2
image.0321_with_target,True,5543,5543,1
image.0429_with_target,True,3974,3974,2
image.0516_with_target,True,5554,5554,1
image.0830_with_target,True,5384,5384,3
image.0907_with_target,True,5322,5322,2
image.1018_with_target,True,5301,5301,2
image.1053_with_target,True,5538,5538,1
image.1123_with_target,True,3971,3971,2
image.1214_with_target,True,5306,5306,2
image.1275_with_target,True,5439,5439,2
image.1415_with_target,True,5233,5233,2
image.1437_with_target,True,5555,5555,1
image.1653_with_target,True,5389,5389,1
image.1851_with_target,True,5182,5182,2
image.1881_with_target,True,5154,5154,2
image.1923_with_target,True,5611,5611,1
image.2003_with_target,True,3973,3973,2
image.2039_with_target,True,5274,5274,2
image.2056_with_target,True,3959,3959,2
image.2191_with_target,True,5494,5494,1
image.2222_with_target,True,5128,5128,2
image.2458_with_target,True,4374,4374,4
image.2557_with_target,True,5464,5464,1
image.2724_with_target,True,5344,5344,2
image.2732_with_target,True,4246,4246,2
image.2773_with_target,True,5270,5270,2
image.2855_with_target,True,5150,5150,2
image.2882_with_target,True,3974,3974,2
image.3067_with_target,True,3972,3972,2
image.3182_with_target,True,4163,4163,2
image.3213_with_target,True,5580,5580,1
image.3282_with_target,True,5212,5212,2
image.3300_with_target,True,5446,5446,1
image.3313_with_target,True,5340,5340,2
image.3339_with_target,True,5210,5210,2
image.3396_with_target,True,3972,3972,2
image.3474_with_target,True,3969,3969,2
image.3508_with_target,True,5131,5131,2
image.3517_with_target,True,3967,3967,2
image.3524_with_target,True,5144,5144,2
image.3535_with_target,True,5216,5216,2
image.3564_with_target,True,5449,5449,1
image.3677_with_target,True,4132,4132,3
image.3678_with_target,True,4144,4144,2
image.3758_with_target,True,4289,4289,5
image.3815_with_target,True,5222,5222,2
image.3897_with_target,True,5128,5128,2
image.3935_with_target,True,3946,3946,2
image.3992_with_target,True,4155,4155,2
image.4186_with_target,True,4102,4102,2
image.4188_with_target,True,5189,5189,3
image.4231_with_target,True,3964,3964,2
image.4322_with_target,True,4682,4682,1
image.4372_with_target,True,5384,5384,2
image.4392_with_target,True,5480,5480,1
image.4466_with_target,True,3974,3974,2
image.4514_with_target,True,5135,5135,2
image.4583_with_target,True,3985,3985,3
image.4696_with_target,True,3977,3977,2
image.4848_with_target,True,3964,3964,2
image.4942_with_target,True,3958,3958,2
image.4955_with_target,True,3979,3979,2
image.5030_with_target,True,4001,4001,4
image.5073_with_target,True,3966,3966,2
image.5089_with_target,True,5226,5226,2
image.5115_with_target,True,5204,5204,3
image.5124_with_target,True,5325,5325,2
image.5145_with_target,True,5451,5451,1
image.5191_with_target,True,3955,3955,2
image.5240_with_target,True,5540,5540,1
image.5257_with_target,True,4049,4049,3
image.5391_with_target,True,5566,5566,1
image.5449_with_target,True,4138,4138,2
image.5563_with_target,True,3947,3947,3
image.5654_with_target,True,5171,5171,2
image.5719_with_target,True,4151,4151,2
image.5763_with_target,True,5526,5526,1
image.5802_with_target,True,4446,4446,4
image.5873_with_target,True,3961,3961,2
image.5875_with_target,True,5071,5071,3
image.6070_with_target,True,5280,5280,2
image.6107_with_target,True,5242,5242,2
image.6190_with_target,True,4069,4069,3
image.6206_with_target,True,5255,5255,2
image.6324_with_target,True,5202,5202,2
image.6334_with_target,True,4051,4051,5
image.6340_with_target,True,3952,3952,2
image.6354_with_target,True,4014,4014,2
image.6742_with_target,True,5198,5198,2
image.6905_with_target,True,5345,5345,2
image.6931_with_target,True,3954,3954,2
image.6937_with_target,True,4215,4215,4
image.7024_with_target,True,5237,5237,2
image.7128_with_target,True,4045,4045,2
image.7134_with_target,True,5234,5234,2
image.7198_with_target,True,5243,5243,2
image.7213_with_target,True,5357,5357,1
image.7223_with_target,True,3963,3963,2
image.7305_with_target,True,3966,3966,2
image.7359_with_target,True,5177,5177,2
image.7389_with_target,True,3975,3975,2
image.7401_with_target,True,5427,5427,1
image.7438_with_target,True,5051,5051,2
image.7615_with_target,True,5393,5393,2
image.7678_with_target,True,5212,5212,2
image.7753_with_target,True,3967,3967,2
image.7812_with_target,True,3986,3986,2
image.8004_with_target,True,3952,3952,2
image.8052_with_target,True,3945,3945,2
image.8135_with_target,True,3949,3949,2
image.8156_with_target,True,3968,3968,2
image.8190_with_target,True,5283,5283,2
image.8411_with_target,True,5211,5211,2
image.8426_with_target,True,5458,5458,2
image.8730_with_target,True,3968,3968,2
image.8860_with_target,True,5217,5217,2
image.8885_with_target,True,5285,5285,2
image.8978_with_target,True,3955,3955,2
image.9138_with_target,True,5275,5275,2
image.9163_with_target,True,3961,3961,2
image.9300_with_target,True,5155,5155,2
image.9328_with_target,True,5190,5190,2
image.9346_with_target,True,4084,4084,3
image.9365_with_target,True,3964,3964,2
image.9402_with_target,True,3977,3977,2
image.9433_with_target,True,3949,3949,2
image.9573_with_target,True,5378,5378,2
image.9590_with_target,True,3978,3978,2
image.9631_with_target,True,4014,4014,3
image.9633_with_target,True,3970,3970,2
image.9686_with_target,True,3969,3969,2
image.0037_with_target,False,1490,1474,3
image.0038_with_target,False,780,775,5
image.0184_with_target,False,1566,1566,3
image.0253_with_target,False,359,346,8
image.0318_with_target,False,19,19,2
image.0362_with_target,False,1549,1531,2
image.0394_with_target,False,156,148,8
image.0451_with_target,False,1326,1321,6
image.0452_with_target,False,1354,1343,11
image.0565_with_target,False,632,622,10
image.0756_with_target,False,1627,1614,3
image.0791_with_target,False,1836,1810,7
image.1261_with_target,False,209,183,9
image.1275_with_target,False,1858,1822,7
image.1435_with_target,False,1727,1711,8
image.1627_with_target,False,1782,1764,7
image.1662_with_target,False,1793,1788,9
image.1747_with_target,False,211,135,11
image.1877_with_target,False,1920,1915,9
image.1956_with_target,False,338,148,7
image.2040_with_target,False,1588,1561,1
image.2204_with_target,False,2043,270,13
image.2208_with_target,False,1688,1680,3
image.2209_with_target,False,1695,1687,5
image.2419_with_target,False,241,228,9
image.2580_with_target,False,1986,1941,6
image.2581_with_target,False,1937,1906,10
image.2602_with_target,False,1945,1908,9
image.2728_with_target,False,361,345,8
image.2789_with_target,False,457,409,10
image.2825_with_target,False,592,565,18
image.3128_with_target,False,1714,1685,9
image.3138_with_target,False,695,677,6
image.3139_with_target,False,689,671,6
image.3150_with_target,False,69,14,1
image.3158_with_target,False,1784,1750,6
image.3242_with_target,False,1692,1677,9
image.3283_with_target,False,60,43,4
image.3341_with_target,False,815,784,10
image.3546_with_target,False,1579,1567,5
image.3574_with_target,False,1703,1695,9
image.3599_with_target,False,1580,1559,8
image.3944_with_target,False,1840,1808,8
image.4028_with_target,False,2132,2029,9
image.4199_with_target,False,1744,1694,3
image.4300_with_target,False,489,484,10
image.4316_with_target,False,1608,1608,2
image.4366_with_target,False,1726,1713,6
image.4367_with_target,False,1780,1762,12
image.4545_with_target,False,115,107,6
image.4560_with_target,False,1788,1759,8
image.4683_with_target,False,125,114,6
image.4713_with_target,False,1906,1752,6
image.4717_with_target,False,370,237,9
image.4833_with_target,False,849,825,13
image.4848_with_target,False,159,159,5
image.4874_with_target,False,2033,1876,8
image.4875_with_target,False,2023,1876,6
image.5020_with_target,False,34,0,0
image.5622_with_target,False,2038,2014,10
image.5629_with_target,False,279,261,9
image.5662_with_target,False,1524,1524,5
image.5780_with_target,False,678,621,15
image.5862_with_target,False,302,273,12
image.5912_with_target,False,257,212,10
image.5931_with_target,False,1885,1885,9
image.6187_with_target,False,451,451,10
image.6223_with_target,False,1755,1741,3
image.6318_with_target,False,1859,1808,6
image.6333_with_target,False,1765,1710,8
image.6438_with_target,False,1668,1646,5
image.6465_with_target,False,1661,1661,2
image.6695_with_target,False,168,98,7
image.6796_with_target,False,1627,1611,4
image.6889_with_target,False,1762,1738,4
image.7099_with_target,False,177,136,7
image.7209_with_target,False,1804,1769,7
image.7244_with_target,False,189,149,6
image.7335_with_target,False,1580,1572,6
image.7336_with_target,False,1556,1548,6
image.7535_with_target,False,550,535,10
image.7619_with_target,False,166,155,8
image.7637_with_target,False,78,60,5
image.7742_with_target,False,1833,1676,8
image.7743_with_target,False,1674,1623,7
image.7805_with_target,False,2001,1981,8
image.7815_with_target,False,23,13,2
image.7865_with_target,False,1542,1512,1
image.7866_with_target,False,1532,1486,1
image.7891_with_target,False,487,474,4
image.7969_with_target,False,1802,1708,7
image.8144_with_target,False,262,113,5
image.8150_with_target,False,359,251,7
image.8202_with_target,False,468,452,6
image.8452_with_target,False,963,963,5
image.8495_with_target,False,1735,1699,8
image.8544_with_target,False,75,37,5
image.8671_with_target,False,104,96,6
image.8817_with_target,False,327,79,10
image.8888_with_target,False,2007,1734,9
image.9009_with_target,False,214,132,5
image.9032_with_target,False,1664,1664,8
image.9033_with_target,False,1615,1615,7
image.9056_with_target,False,259,254,16
image.9088_with_target,False,1776,1771,7
image.9277_with_target,False,1626,1556,4
image.9411_with_target,False,384,341,7
image.9493_with_target,False,1521,1521,1
image.9595_with_target,False,323,318,5
image.9787_with_target,False,1890,1867,5
image.9835_with_target,False,1667,1662,8
image_0037_with_target,False,1490,1474,3
image_0038_with_target,False,780,775,5
image_0184_with_target,False,1566,1566,3
image_0253_with_target,False,359,346,8
image_0318_with_target,False,19,19,2
image_0362_with_target,False,1549,1531,2
image_0394_with_target,False,156,148,8
image_0451_with_target,False,1326,1321,6
image_0452_with_target,False,1354,1343,11
image_0565_with_target,False,632,622,10
image_0756_with_target,False,1627,1614,3
image_0791_with_target,False,1836,1810,7
image_1261_with_target,False,209,183,9
image_1275_with_target,False,1858,1822,7
image_1435_with_target,False,1727,1711,8
image_1627_with_target,False,1782,1764,7
image_1662_with_target,False,1793,1788,9
image_1747_with_target,False,211,135,11
image_1877_with_target,False,1920,1915,9
image_1956_with_target,False,338,148,7
image_2040_with_target,False,1588,1561,1
image_2204_with_target,False,2043,270,13
image_2208_with_target,False,1688,1680,3
image_2209_with_target,False,1695,1687,5
image_2419_with_target,False,241,228,9
image_2580_with_target,False,1986,1941,6
image_2581_with_target,False,1937,1906,10
image_2602_with_target,False,1945,1908,9
image_2728_with_target,False,361,345,8
image_2789_with_target,False,457,409,10
image_2825_with_target,False,592,565,18
image_3128_with_target,False,1714,1685,9
image_3138_with_target,False,695,677,6
image_3139_with_target,False,689,671,6
image_3150_with_target,False,69,14,1
image_3158_with_target,False,1784,1750,6
image_3242_with_target,False,1692,1677,9
image_3283_with_target,False,60,43,4
image_3341_with_target,False,815,784,10
image_3546_with_target,False,1579,1567,5
image_3574_with_target,False,1703,1695,9
image_3599_with_target,False,1580,1559,8
image_3944_with_target,False,1840,1808,8
image_4028_with_target,False,2132,2029,9
image_4199_with_target,False,1744,1694,3
image_4300_with_target,False,489,484,10
image_4316_with_target,False,1608,1608,2
image_4366_with_target,False,1726,1713,6
image_4367_with_target,False,1780,1762,12
image_4545_with_target,False,115,107,6
image_4560_with_target,False,1788,1759,8
image_4683_with_target,False,125,114,6
image_4713_with_target,False,1906,1752,6
image_4717_with_target,False,370,237,9
image_4833_with_target,False,849,825,13
image_4848_with_target,False,159,159,5
image_4874_with_target,False,2033,1876,8
image_4875_with_target,False,2023,1876,6
image_5020_with_target,False,34,0,0
image_5622_with_target,False,2038,2014,10
image_5629_with_target,False,279,261,9
image_5662_with_target,False,1524,1524,5
image_5780_with_target,False,678,621,15
image_5862_with_target,False,302,273,12
image_5912_with_target,False,257,212,10
image_5931_with_target,False,1885,1885,9
image_6187_with_target,False,451,451,10
image_6223_with_target,False,1755,1741,3
image_6318_with_target,False,1859,1808,6
image_6333_with_target,False,1765,1710,8
image_6438_with_target,False,1668,1646,5
image_6465_with_target,False,1661,1661,2
image_6695_with_target,False,168,98,7
image_6796_with_target,False,1627,1611,4
image_6889_with_target,False,1762,1738,4
image_7099_with_target,False,177,136,7
image_7209_with_target,False,1804,1769,7
image_7244_with_target,False,189,149,6
image_7335_with_target,False,1580,1572,6
image_7336_with_target,False,1556,1548,6
image_7535_with_target,False,550,535,10
image_7619_with_target,False,166,155,8
image_7637_with_target,False,78,60,5
image_7742_with_target,False,1833,1676,8
image_7743_with_target,False,1674,1623,7
image_7805_with_target,False,2001,1981,8
image_7815_with_target,False,23,13,2
image_7865_with_target,False,1542,1512,1
image_7866_with_target,False,1532,1486,1
image_7891_with_target,False,487,474,4
image_7969_with_target,False,1802,1708,7
image_8144_with_target,False,262,113,5
image_8150_with_target,False,359,251,7
image_8202_with_target,False,468,452,6
image_8452_with_target,False,963,963,5
image_8495_with_target,False,1735,1699,8
image_8544_with_target,False,75,37,5
image_8671_with_target,False,104,96,6
image_8817_with_target,False,327,79,10
image_8888_with_target,False,2007,1734,9
image_9009_with_target,False,214,132,5
image_9032_with_target,False,1664,1664,8
image_9033_with_target,False,1615,1615,7
image_9056_with_target,False,259,254,16
image_9088_with_target,False,1776,1771,7
image_9277_with_target,False,1626,1556,4
image_9411_with_target,False,384,341,7
image_9493_with_target,False,1521,1521,1
image_9595_with_target,False,323,318,5
image_9787_with_target,False,1890,1867,5
image_9835_with_target,False,1667,1662,8
image.0037_with_target,False,1490,1474,3
image.0038_with_target,False,780,775,5
image.0184_with_target,False,1566,1566,3
image.0253_with_target,False,359,346,8
image.0318_with_target,False,19,19,2
image.0362_with_target,False,1549,1531,2
image.0394_with_target,False,156,148,8
image.0451_with_target,False,1326,1321,6
image.0452_with_target,False,1354,1343,11
image.0565_with_target,False,632,622,10
