condition,image_name,cells_processed,image_load_ms,yolo_detection_ms,sam_preprocess_ms,inference_ms,postprocess_ms,visualization_ms,total_time_ms
condition_a,batch_3_4fc54125-image_28.png,3,2.0699501037597656,34.02256965637207,22.132158279418945,0.0,0.0,119.26698684692383,119.26817893981934
condition_a,batch_3_task_84_f0aef729-1.0031.png,0,2.4199485778808594,23.446321487426758,0.0,0.0,0.0,36.27777099609375,36.278724670410156
condition_a,batch_3_0d1c6952-image_31.png,3,6.702661514282227,18.52560043334961,25.022268295288086,0.0,0.0,120.96881866455078,120.97001075744629
condition_a,batch_2_task_77_b6a10eff-1.0024.png,0,2.023458480834961,30.371427536010742,0.0,0.0,0.0,36.25798225402832,36.25917434692383
condition_a,batch_3_6eb80bbc-image_2.png,1,2.3305416107177734,33.34760665893555,22.353649139404297,0.0,0.0,69.05627250671387,69.05794143676758
condition_a,batch_2_7beb2710-image_34.png,3,2.227306365966797,26.04389190673828,18.24355125427246,0.0,0.0,119.66180801391602,119.66276168823242
condition_a,batch_1_5f9193f1-image_50.png,1,2.125263214111328,44.55900192260742,25.796890258789062,0.0,0.0,66.40386581420898,66.40481948852539
condition_a,batch_3_task_79_ad00d1f7-1.0026.png,1,1.7385482788085938,11.871814727783203,19.25826072692871,0.0,0.0,62.274932861328125,62.27588653564453
condition_a,batch_2_task_82_ae0b7425-1.0029.png,1,2.6099681854248047,16.161680221557617,20.617961883544922,0.0,0.0,58.26210975646973,58.263301849365234
condition_a,batch_1_4fc54125-image_28.png,3,2.1300315856933594,33.6451530456543,25.32219886779785,0.0,0.0,128.6029815673828,128.60417366027832
condition_a,batch_3_2afbf028-image_13.png,1,2.3393630981445312,19.533872604370117,21.466493606567383,0.0,0.0,71.85482978820801,71.85578346252441
condition_a,batch_2_task_83_674bd616-1.0030.png,0,1.7611980438232422,41.94784164428711,0.0,0.0,0.0,31.177043914794922,31.177759170532227
condition_a,batch_2_6eb80bbc-image_2.png,1,2.124309539794922,18.712997436523438,20.211458206176758,0.0,0.0,59.08679962158203,59.08846855163574
condition_a,batch_1_task_76_06e9d3e2-1.0023.png,1,1.7764568328857422,39.795637130737305,22.36032485961914,0.0,0.0,57.62743949890137,57.62839317321777
condition_a,batch_3_5f9193f1-image_50.png,1,3.10516357421875,48.15506935119629,23.63443374633789,0.0,0.0,58.43186378479004,58.43400955200195
condition_a,batch_2_0d1c6952-image_31.png,3,2.135753631591797,12.6190185546875,28.74159812927246,0.0,0.0,111.30976676940918,111.31119728088379
condition_a,batch_1_task_81_f4589e92-1.0028.png,1,2.1703243255615234,40.01808166503906,21.628141403198242,0.0,0.0,61.70773506164551,61.70916557312012
condition_a,batch_3_task_80_dc6ca2d3-1.0027.png,1,1.7926692962646484,13.689994812011719,19.182205200195312,0.0,0.0,60.1801872253418,60.181379318237305
condition_a,batch_3_task_85_8d21247d-1.0032.png,0,1.8072128295898438,15.925168991088867,0.0,0.0,0.0,34.17778015136719,34.178972244262695
condition_a,batch_1_6e9e5a5b-image_6.png,2,2.082347869873047,14.093875885009766,20.588159561157227,0.0,0.0,88.10877799987793,88.11044692993164
condition_a,batch_1_task_84_f0aef729-1.0031.png,0,2.2203922271728516,17.55809783935547,0.0,0.0,0.0,39.13569450378418,39.13688659667969
condition_a,batch_2_6ea67775-image_22.png,3,2.4709701538085938,22.28236198425293,22.78447151184082,0.0,0.0,117.99263954162598,117.99383163452148
condition_a,batch_3_task_81_f4589e92-1.0028.png,1,1.9185543060302734,42.97971725463867,28.61952781677246,0.0,0.0,63.385725021362305,63.38667869567871
condition_a,batch_1_6eb80bbc-image_2.png,1,2.5157928466796875,16.74056053161621,21.53921127319336,0.0,0.0,62.72625923156738,62.72721290588379
condition_a,batch_1_task_82_ae0b7425-1.0029.png,1,1.7948150634765625,23.42367172241211,23.37026596069336,0.0,0.0,55.414438247680664,55.41491508483887
condition_a,batch_3_04d1186c-image_38.png,1,2.0895004272460938,9.95492935180664,17.710208892822266,0.0,0.0,59.668779373168945,59.66949462890625
condition_a,batch_1_2afbf028-image_13.png,1,2.0515918731689453,9.093761444091797,17.971277236938477,0.0,0.0,60.86540222167969,60.866355895996094
condition_b,batch_1_task_80_dc6ca2d3-1.0027.png,1,1.8358230590820312,56.30946159362793,22.062301635742188,0.0,0.0,59.528350830078125,59.52954292297363
condition_b,batch_1_task_85_8d21247d-1.0032.png,0,2.166271209716797,15.927553176879883,0.0,0.0,0.0,33.095359802246094,33.0967903137207
condition_b,batch_3_6ea67775-image_22.png,3,2.1839141845703125,44.65293884277344,20.69091796875,0.0,0.0,110.43381690979004,110.43477058410645
condition_b,batch_3_6e9e5a5b-image_6.png,2,2.2394657135009766,34.01923179626465,24.852991104125977,0.0,0.0,87.34345436096191,87.34464645385742
condition_b,batch_2_2afbf028-image_13.png,1,2.1550655364990234,13.175725936889648,26.19457244873047,0.0,0.0,66.84398651123047,66.84494018554688
condition_b,batch_3_task_83_674bd616-1.0030.png,0,1.8529891967773438,18.636703491210938,0.0,0.0,0.0,33.74648094177246,33.747196197509766
condition_b,batch_1_task_78_1142a642-1.0025.png,0,1.7807483673095703,12.326717376708984,0.0,0.0,0.0,33.468008041381836,33.46896171569824
condition_b,batch_1_task_75_e601be5f-1.0022.png,1,1.7619132995605469,11.562108993530273,47.173500061035156,0.0,0.0,55.68242073059082,55.68361282348633
condition_b,batch_2_4fc54125-image_28.png,3,2.0627975463867188,41.04757308959961,25.874614715576172,0.0,0.0,126.01494789123535,126.01566314697266
condition_b,batch_1_0d1c6952-image_31.png,3,2.1491050720214844,23.08487892150879,27.44889259338379,0.0,0.0,122.32041358947754,122.32136726379395
condition_b,batch_1_2b79e359-image_36.png,1,2.0821094512939453,11.615991592407227,32.44733810424805,0.0,0.0,63.31896781921387,63.32039833068848
condition_b,batch_1_task_83_674bd616-1.0030.png,0,2.137422561645508,30.946969985961914,0.0,0.0,0.0,33.45847129821777,33.45918655395508
condition_b,batch_1_task_77_b6a10eff-1.0024.png,0,1.7218589782714844,34.92331504821777,0.0,0.0,0.0,34.60836410522461,34.609079360961914
condition_b,batch_1_task_79_ad00d1f7-1.0026.png,1,1.7590522766113281,19.79804039001465,25.24399757385254,0.0,0.0,59.487104415893555,59.48805809020996
condition_b,batch_3_task_78_1142a642-1.0025.png,0,1.7805099487304688,14.580011367797852,0.0,0.0,0.0,34.82222557067871,34.822940826416016
condition_b,batch_2_task_85_8d21247d-1.0032.png,0,2.028226852416992,26.62205696105957,0.0,0.0,0.0,32.71961212158203,32.72080421447754
condition_b,batch_3_task_75_e601be5f-1.0022.png,1,1.836538314819336,15.16580581665039,27.67348289489746,0.0,0.0,58.536529541015625,58.53772163391113
condition_b,batch_3_task_76_06e9d3e2-1.0023.png,1,1.8107891082763672,33.10847282409668,26.6420841217041,0.0,0.0,62.560319900512695,62.5615119934082
condition_b,batch_2_2b79e359-image_36.png,1,2.0995140075683594,19.956111907958984,21.6066837310791,0.0,0.0,70.59001922607422,70.59097290039062
condition_b,batch_2_6e9e5a5b-image_6.png,2,3.2837390899658203,18.89348030090332,23.548126220703125,0.0,0.0,91.35651588439941,91.35770797729492
condition_b,batch_2_task_84_f0aef729-1.0031.png,0,1.795053482055664,35.195112228393555,0.0,0.0,0.0,32.39274024963379,32.393455505371094
condition_b,batch_3_2b79e359-image_36.png,1,2.537965774536133,22.119760513305664,21.9113826751709,0.0,0.0,60.804128646850586,60.80508232116699
condition_b,batch_1_6ea67775-image_22.png,3,2.141714096069336,27.10700035095215,22.750377655029297,0.0,0.0,122.95031547546387,122.95150756835938
condition_b,batch_1_7beb2710-image_34.png,3,2.1791458129882812,18.21303367614746,25.34794807434082,0.0,0.0,118.01958084106445,118.02053451538086
condition_b,batch_1_04d1186c-image_38.png,1,2.4919509887695312,21.663427352905273,26.639461517333984,0.0,0.0,60.64939498901367,60.65106391906738
condition_b,batch_2_task_78_1142a642-1.0025.png,0,1.8219947814941406,15.779256820678711,0.0,0.0,0.0,36.00168228149414,36.00263595581055
condition_b,batch_2_task_75_e601be5f-1.0022.png,1,1.7635822296142578,55.845022201538086,23.764610290527344,0.0,0.0,62.76345252990723,62.76512145996094
condition_b,batch_2_5f9193f1-image_50.png,1,2.788066864013672,19.595861434936523,27.629852294921875,0.0,0.0,61.181068420410156,61.182498931884766
condition_b,batch_3_task_77_b6a10eff-1.0024.png,0,1.9989013671875,47.139644622802734,0.0,0.0,0.0,37.970781326293945,37.97197341918945
condition_b,batch_2_task_79_ad00d1f7-1.0026.png,1,1.7986297607421875,11.497259140014648,19.73867416381836,0.0,0.0,68.36223602294922,68.36366653442383
condition_b,batch_3_7beb2710-image_34.png,3,2.701997756958008,24.7342586517334,24.360179901123047,0.0,0.0,127.26020812988281,127.26140022277832
condition_b,batch_2_task_76_06e9d3e2-1.0023.png,1,1.9385814666748047,34.938812255859375,29.52408790588379,0.0,0.0,59.920310974121094,59.922218322753906
condition_b,batch_2_task_81_f4589e92-1.0028.png,1,2.0074844360351562,54.61764335632324,21.48914337158203,0.0,0.0,66.83707237243652,66.83778762817383
condition_b,batch_2_04d1186c-image_38.png,1,2.7778148651123047,56.28490447998047,19.757509231567383,0.0,0.0,65.31596183776855,65.31739234924316
condition_b,batch_3_task_82_ae0b7425-1.0029.png,1,1.83868408203125,10.296821594238281,30.312061309814453,0.0,0.0,55.39345741271973,55.394887924194336
condition_b,batch_2_task_80_dc6ca2d3-1.0027.png,1,1.8570423126220703,28.386592864990234,21.813392639160156,0.0,0.0,59.85450744628906,59.85569953918457
condition_b,batch_3_4fc54125-image_28.png,3,2.309083938598633,44.23880577087402,21.805524826049805,0.0,0.0,129.8654079437256,129.866361618042
condition_b,batch_3_task_84_f0aef729-1.0031.png,0,1.7445087432861328,16.287803649902344,0.0,0.0,0.0,41.0463809967041,41.047096252441406
condition_b,batch_3_0d1c6952-image_31.png,3,2.0627975463867188,18.12577247619629,21.769285202026367,0.0,0.0,121.01340293884277,121.01459503173828
condition_b,batch_2_task_77_b6a10eff-1.0024.png,0,2.1080970764160156,40.822505950927734,0.0,0.0,0.0,33.89763832092285,33.89859199523926
condition_b,batch_3_6eb80bbc-image_2.png,1,2.192258834838867,21.50106430053711,25.85315704345703,0.0,0.0,64.94545936584473,64.94665145874023
condition_b,batch_2_7beb2710-image_34.png,3,2.366304397583008,22.708415985107422,22.719383239746094,0.0,0.0,114.6688461303711,114.6697998046875
condition_b,batch_1_5f9193f1-image_50.png,1,2.1371841430664062,22.886276245117188,20.498991012573242,0.0,0.0,61.724185943603516,61.725616455078125
condition_b,batch_3_task_79_ad00d1f7-1.0026.png,1,1.7714500427246094,28.0606746673584,20.465373992919922,0.0,0.0,59.98873710632324,59.98969078063965
condition_b,batch_2_task_82_ae0b7425-1.0029.png,1,1.8362998962402344,14.364242553710938,24.776458740234375,0.0,0.0,66.8325424194336,66.8342113494873
condition_b,batch_1_4fc54125-image_28.png,3,2.1452903747558594,30.466556549072266,22.547245025634766,0.0,0.0,115.12160301208496,115.12279510498047
condition_b,batch_3_2afbf028-image_13.png,1,2.09808349609375,10.097742080688477,21.156787872314453,0.0,0.0,70.52850723266602,70.53017616271973
condition_b,batch_2_task_83_674bd616-1.0030.png,0,2.1140575408935547,11.468172073364258,0.0,0.0,0.0,35.01081466674805,35.01319885253906
condition_b,batch_2_6eb80bbc-image_2.png,1,2.233266830444336,38.5434627532959,22.442102432250977,0.0,0.0,65.33503532409668,65.33598899841309
condition_b,batch_1_task_76_06e9d3e2-1.0023.png,1,1.8286705017089844,21.577835083007812,19.763708114624023,0.0,0.0,61.72513961791992,61.72609329223633
condition_b,batch_3_5f9193f1-image_50.png,1,2.0706653594970703,51.57303810119629,24.793386459350586,0.0,0.0,62.05010414123535,62.05177307128906
condition_b,batch_2_0d1c6952-image_31.png,3,2.5680065155029297,30.763626098632812,28.17249298095703,0.0,0.0,131.9880485534668,131.9892406463623
condition_b,batch_1_task_81_f4589e92-1.0028.png,1,2.5458335876464844,33.173322677612305,27.48727798461914,0.0,0.0,62.06512451171875,62.06655502319336
condition_b,batch_3_task_80_dc6ca2d3-1.0027.png,1,2.072572708129883,20.459651947021484,31.686067581176758,0.0,0.0,60.23859977722168,60.239315032958984
condition_b,batch_3_task_85_8d21247d-1.0032.png,0,2.7027130126953125,14.572620391845703,0.0,0.0,0.0,36.79847717285156,36.79966926574707
condition_b,batch_1_6e9e5a5b-image_6.png,2,2.3691654205322266,14.899492263793945,22.616863250732422,0.0,0.0,89.97726440429688,89.97845649719238
condition_b,batch_1_task_84_f0aef729-1.0031.png,0,2.109527587890625,37.094831466674805,0.0,0.0,0.0,42.699575424194336,42.700767517089844
condition_b,batch_2_6ea67775-image_22.png,3,2.1784305572509766,16.45350456237793,28.022050857543945,0.0,0.0,126.92689895629883,126.92856788635254
condition_b,batch_3_task_81_f4589e92-1.0028.png,1,1.7542839050292969,21.892309188842773,19.51122283935547,0.0,0.0,64.59426879882812,64.60738182067871
condition_b,batch_1_6eb80bbc-image_2.png,1,2.1796226501464844,41.3358211517334,22.35269546508789,0.0,0.0,66.81966781616211,66.82133674621582
condition_b,batch_1_task_82_ae0b7425-1.0029.png,1,2.0596981048583984,22.444963455200195,21.721363067626953,0.0,0.0,61.43498420715332,61.43641471862793
condition_b,batch_3_04d1186c-image_38.png,1,2.290487289428711,40.72403907775879,24.39737319946289,0.0,0.0,61.515092849731445,61.51580810546875
condition_b,batch_1_2afbf028-image_13.png,1,2.1178722381591797,9.16743278503418,20.761728286743164,0.0,0.0,60.441017150878906,60.44197082519531
