image_name,cells_processed,image_load_ms,yolo_detection_ms,sam_preprocess_ms,inference_ms,postprocess_ms,visualization_ms,total_time_ms
batch_3_task_77_b6a10eff-1.0024.png,0,1.8417835235595703,22.47333526611328,0.0,0.0,0.0,35.04443168640137,35.04610061645508
batch_2_task_79_ad00d1f7-1.0026.png,1,1.8734931945800781,15.359878540039062,38.19131851196289,0.0,0.0,60.231924057006836,60.23263931274414
batch_3_7beb2710-image_34.png,3,2.5103092193603516,30.421018600463867,25.923490524291992,0.0,0.0,130.56588172912598,130.5673122406006
batch_2_task_76_06e9d3e2-1.0023.png,1,1.987457275390625,13.923883438110352,28.324127197265625,0.0,0.0,62.1795654296875,62.18075752258301
batch_2_task_81_f4589e92-1.0028.png,1,8.108139038085938,1321.3539123535156,98.67167472839355,0.0,0.0,74.55253601074219,74.5539665222168
batch_2_04d1186c-image_38.png,1,2.4573802947998047,56.459665298461914,20.83730697631836,0.0,0.0,67.3367977142334,67.3379898071289
batch_3_task_82_ae0b7425-1.0029.png,1,1.934051513671875,53.899526596069336,26.90744400024414,0.0,0.0,54.53610420227051,54.53681945800781
batch_2_task_80_dc6ca2d3-1.0027.png,1,1.9371509552001953,32.648563385009766,22.032737731933594,0.0,0.0,60.52660942077637,60.52803993225098
batch_3_4fc54125-image_28.png,3,2.0699501037597656,34.02256965637207,22.132158279418945,0.0,0.0,119.26698684692383,119.26817893981934
batch_3_task_84_f0aef729-1.0031.png,0,2.4199485778808594,23.446321487426758,0.0,0.0,0.0,36.27777099609375,36.278724670410156
batch_3_0d1c6952-image_31.png,3,6.702661514282227,18.52560043334961,25.022268295288086,0.0,0.0,120.96881866455078,120.97001075744629
batch_2_task_77_b6a10eff-1.0024.png,0,2.023458480834961,30.371427536010742,0.0,0.0,0.0,36.25798225402832,36.25917434692383
batch_3_6eb80bbc-image_2.png,1,2.3305416107177734,33.34760665893555,22.353649139404297,0.0,0.0,69.05627250671387,69.05794143676758
batch_2_7beb2710-image_34.png,3,2.227306365966797,26.04389190673828,18.24355125427246,0.0,0.0,119.66180801391602,119.66276168823242
batch_1_5f9193f1-image_50.png,1,2.125263214111328,44.55900192260742,25.796890258789062,0.0,0.0,66.40386581420898,66.40481948852539
batch_3_task_79_ad00d1f7-1.0026.png,1,1.7385482788085938,11.871814727783203,19.25826072692871,0.0,0.0,62.274932861328125,62.27588653564453
batch_2_task_82_ae0b7425-1.0029.png,1,2.6099681854248047,16.161680221557617,20.617961883544922,0.0,0.0,58.26210975646973,58.263301849365234
batch_1_4fc54125-image_28.png,3,2.1300315856933594,33.6451530456543,25.32219886779785,0.0,0.0,128.6029815673828,128.60417366027832
batch_3_2afbf028-image_13.png,1,2.3393630981445312,19.533872604370117,21.466493606567383,0.0,0.0,71.85482978820801,71.85578346252441
batch_2_task_83_674bd616-1.0030.png,0,1.7611980438232422,41.94784164428711,0.0,0.0,0.0,31.177043914794922,31.177759170532227
batch_2_6eb80bbc-image_2.png,1,2.124309539794922,18.712997436523438,20.211458206176758,0.0,0.0,59.08679962158203,59.08846855163574
batch_1_task_76_06e9d3e2-1.0023.png,1,1.7764568328857422,39.795637130737305,22.36032485961914,0.0,0.0,57.62743949890137,57.62839317321777
batch_3_5f9193f1-image_50.png,1,3.10516357421875,48.15506935119629,23.63443374633789,0.0,0.0,58.43186378479004,58.43400955200195
batch_2_0d1c6952-image_31.png,3,2.135753631591797,12.6190185546875,28.74159812927246,0.0,0.0,111.30976676940918,111.31119728088379
batch_1_task_81_f4589e92-1.0028.png,1,2.1703243255615234,40.01808166503906,21.628141403198242,0.0,0.0,61.70773506164551,61.70916557312012
batch_3_task_80_dc6ca2d3-1.0027.png,1,1.7926692962646484,13.689994812011719,19.182205200195312,0.0,0.0,60.1801872253418,60.181379318237305
batch_3_task_85_8d21247d-1.0032.png,0,1.8072128295898438,15.925168991088867,0.0,0.0,0.0,34.17778015136719,34.178972244262695
batch_1_6e9e5a5b-image_6.png,2,2.082347869873047,14.093875885009766,20.588159561157227,0.0,0.0,88.10877799987793,88.11044692993164
batch_1_task_84_f0aef729-1.0031.png,0,2.2203922271728516,17.55809783935547,0.0,0.0,0.0,39.13569450378418,39.13688659667969
batch_2_6ea67775-image_22.png,3,2.4709701538085938,22.28236198425293,22.78447151184082,0.0,0.0,117.99263954162598,117.99383163452148
batch_3_task_81_f4589e92-1.0028.png,1,1.9185543060302734,42.97971725463867,28.61952781677246,0.0,0.0,63.385725021362305,63.38667869567871
batch_1_6eb80bbc-image_2.png,1,2.5157928466796875,16.74056053161621,21.53921127319336,0.0,0.0,62.72625923156738,62.72721290588379
batch_1_task_82_ae0b7425-1.0029.png,1,1.7948150634765625,23.42367172241211,23.37026596069336,0.0,0.0,55.414438247680664,55.41491508483887
batch_3_04d1186c-image_38.png,1,2.0895004272460938,9.95492935180664,17.710208892822266,0.0,0.0,59.668779373168945,59.66949462890625
batch_1_2afbf028-image_13.png,1,2.0515918731689453,9.093761444091797,17.971277236938477,0.0,0.0,60.86540222167969,60.866355895996094
