image_name,cell_count,mean_deformability,std_deformability,min_deformability,max_deformability,mean_area,total_area
image.1304_with_target,28,0.5,0.0,0.5,0.5,1178.7857142857142,33006
image.1350_with_target,24,0.5,0.0,0.5,0.5,1506.5833333333333,36158
image.1366_with_target,20,0.5,0.0,0.5,0.5,1459.4,29188
image.1415_with_target,6,0.5,0.0,0.5,0.5,466.3333333333333,2798
image.1437_with_target,6,0.5,0.0,0.5,0.5,576.0,3456
image.1452_with_target,22,0.5,0.0,0.5,0.5,1341.4545454545455,29512
image.1498_with_target,22,0.5,0.0,0.5,0.5,1310.8181818181818,28838
image.1608_with_target,24,0.5,0.0,0.5,0.5,1208.5,29004
image.1624_with_target,20,0.5,0.0,0.5,0.5,1458.5,29170
image.1644_with_target,32,0.5,0.0,0.5,0.5,1104.5,35344
image.1653_with_target,12,0.5,0.0,0.5,0.5,250.33333333333334,3004
image.1679_with_target,22,0.5,0.0,0.5,0.5,1611.090909090909,35444
image.1739_with_target,14,0.5,0.0,0.5,0.5,2217.8571428571427,31050
image.1796_with_target,18,0.5,0.0,0.5,0.5,2635.6666666666665,47442
image.1851_with_target,12,0.5,0.0,0.5,0.5,232.83333333333334,2794
image.1881_with_target,6,0.5,0.0,0.5,0.5,469.0,2814
image.1923_with_target,12,0.5,0.0,0.5,0.5,284.1666666666667,3410
image.1930_with_target,24,0.5,0.0,0.5,0.5,1256.0833333333333,30146
image.1938_with_target,20,0.5,0.0,0.5,0.5,1467.9,29358
image.1966_with_target,26,0.5,0.0,0.5,0.5,1393.6923076923076,36236
image.2003_with_target,18,0.5,0.0,0.5,0.5,33.44444444444444,602
image.2039_with_target,6,0.5,0.0,0.5,0.5,508.0,3048
image.2056_with_target,10,0.5,0.0,0.5,0.5,6.6,66
image.2070_with_target,36,0.5,0.0,0.5,0.5,1315.7777777777778,47368
